From Previous KnowledgeID,To Current KnowledgeID,Count
Know_8,Know_7,26
Know_65,Know_32,26
Know_66,Know_32,26
Know_12,Know_69,26
Know_92,Know_112,26
Know_66,Know_209,26
Know_30,Know_209,26
Know_183,Know_209,26
Know_65,Know_209,26
Know_38,Know_25,26
Know_37,Know_14,26
Know_1,Know_17,26
Know_65,Know_208,26
Know_66,Know_208,26
Know_183,Know_208,26
Know_30,Know_208,26
Know_64,Know_48,26
Know_337,Know_37,26
Know_336,Know_37,26
Know_23,Know_1,26
Know_63,Know_47,26
Know_336,Know_314,25
Know_337,Know_314,25
Know_336,Know_344,25
Know_337,Know_344,25
Know_190,Know_198,25
Know_189,Know_198,25
Know_233,Know_219,25
Know_214,Know_219,25
Know_232,Know_219,25
Know_47,Know_43,25
Know_32,Know_73,25
Know_8,Know_223,25
Know_69,Know_16,25
Know_183,Know_195,25
Know_216,Know_50,25
Know_303,Know_233,25
Know_3,Know_233,25
Know_40,Know_233,25
Know_21,Know_233,25
Know_185,Know_211,25
Know_183,Know_211,25
Know_182,Know_211,25
Know_83,Know_86,25
Know_82,Know_86,25
Know_38,Know_2,25
Know_8,Know_2,25
Know_252,Know_220,25
Know_21,Know_220,25
Know_83,Know_23,25
Know_82,Know_23,25
Know_196,Know_61,25
Know_184,Know_61,25
Know_25,Know_301,25
Know_31,Know_60,25
Know_116,Know_142,25
Know_34,Know_36,25
Know_48,Know_87,25
Know_21,Know_232,25
Know_3,Know_232,25
Know_303,Know_232,25
Know_40,Know_232,25
Know_184,Know_161,25
Know_12,Know_161,25
Know_196,Know_161,25
Know_32,Know_80,25
Know_327,Know_131,25
Know_1,Know_131,25
Know_328,Know_131,25
Know_30,Know_131,25
Know_43,Know_108,25
Know_28,Know_75,25
Know_32,Know_121,25
Know_65,Know_51,25
Know_56,Know_51,25
Know_66,Know_51,25
Know_57,Know_51,25
Know_36,Know_64,25
Know_196,Know_162,25
Know_184,Know_162,25
Know_12,Know_162,25
Know_8,Know_222,25
Know_12,Know_337,25
Know_43,Know_109,25
Know_43,Know_107,25
Know_131,Know_3,25
Know_32,Know_81,25
Know_12,Know_336,25
Know_1,Know_248,25
Know_301,Know_40,25
Know_89,Know_40,25
Know_38,Know_40,25
Know_32,Know_310,25
Know_46,Know_89,25
Know_1,Know_39,25
Know_214,Know_8,25
Know_233,Know_8,25
Know_232,Know_8,25
Know_69,Know_15,25
Know_116,Know_143,25
Know_137,Know_29,25
Know_182,Know_212,25
Know_183,Know_212,25
Know_185,Know_212,25
Know_174,Know_135,25
Know_283,Know_265,25
Know_54,Know_21,25
Know_12,Know_21,25
Know_55,Know_21,25
Know_35,Know_69,25
Know_37,Know_69,25
Know_36,Know_69,25
Know_227,Know_25,25
Know_228,Know_25,25
Know_229,Know_25,25
Know_38,Know_34,25
Know_2,Know_231,25
Know_69,Know_17,25
Know_226,Know_48,25
Know_275,Know_48,25
Know_277,Know_48,25
Know_183,Know_48,25
Know_276,Know_48,25
Know_1,Know_247,25
Know_216,Know_68,25
Know_34,Know_37,25
Know_30,Know_1,25
Know_275,Know_47,25
Know_276,Know_47,25
Know_226,Know_47,25
Know_277,Know_47,25
Know_27,Know_47,25
Know_35,Know_314,24
Know_217,Know_191,24
Know_301,Know_219,24
Know_30,Know_334,24
Know_2,Know_235,24
Know_189,Know_195,24
Know_82,Know_195,24
Know_83,Know_195,24
Know_190,Know_195,24
Know_48,Know_195,24
Know_50,Know_218,24
Know_57,Know_184,24
Know_189,Know_184,24
Know_56,Know_184,24
Know_190,Know_184,24
Know_30,Know_330,24
Know_135,Know_35,24
Know_21,Know_35,24
Know_104,Know_35,24
Know_14,Know_220,24
Know_30,Know_327,24
Know_2,Know_56,24
Know_30,Know_56,24
Know_51,Know_56,24
Know_86,Know_56,24
Know_32,Know_56,24
Know_11,Know_142,24
Know_56,Know_196,24
Know_57,Know_196,24
Know_31,Know_303,24
Know_55,Know_87,24
Know_29,Know_87,24
Know_46,Know_87,24
Know_54,Know_87,24
Know_30,Know_42,24
Know_69,Know_80,24
Know_29,Know_80,24
Know_14,Know_28,24
Know_30,Know_333,24
Know_183,Know_11,24
Know_168,Know_11,24
Know_32,Know_108,24
Know_21,Know_31,24
Know_106,Know_121,24
Know_97,Know_121,24
Know_100,Know_121,24
Know_102,Know_121,24
Know_89,Know_121,24
Know_104,Know_121,24
Know_101,Know_121,24
Know_96,Know_121,24
Know_28,Know_51,24
Know_36,Know_63,24
Know_32,Know_109,24
Know_32,Know_107,24
Know_69,Know_81,24
Know_29,Know_81,24
Know_30,Know_332,24
Know_228,Know_40,24
Know_227,Know_40,24
Know_229,Know_40,24
Know_30,Know_331,24
Know_74,Know_89,24
Know_296,Know_89,24
Know_30,Know_328,24
Know_11,Know_143,24
Know_97,Know_103,24
Know_100,Know_103,24
Know_96,Know_103,24
Know_102,Know_103,24
Know_101,Know_103,24
Know_43,Know_103,24
Know_30,Know_103,24
Know_106,Know_103,24
Know_89,Know_103,24
Know_32,Know_103,24
Know_14,Know_103,24
Know_95,Know_103,24
Know_94,Know_103,24
Know_29,Know_309,24
Know_29,Know_76,24
Know_295,Know_29,24
Know_294,Know_29,24
Know_293,Know_29,24
Know_217,Know_7,24
Know_50,Know_32,24
Know_33,Know_32,24
Know_137,Know_209,24
Know_36,Know_209,24
Know_208,Know_25,24
Know_209,Know_25,24
Know_54,Know_25,24
Know_55,Know_25,24
Know_295,Know_14,24
Know_54,Know_14,24
Know_227,Know_14,24
Know_229,Know_14,24
Know_293,Know_14,24
Know_228,Know_14,24
Know_43,Know_14,24
Know_55,Know_14,24
Know_294,Know_14,24
Know_137,Know_208,24
Know_36,Know_208,24
Know_11,Know_44,24
Know_11,Know_45,24
Know_189,Know_192,24
Know_190,Know_192,24
Know_301,Know_68,24
Know_223,Know_1,24
Know_36,Know_1,24
Know_222,Know_1,24
Know_51,Know_57,24
Know_32,Know_57,24
Know_86,Know_57,24
Know_30,Know_57,24
Know_2,Know_57,24
Know_47,Know_314,23
Know_216,Know_191,23
Know_7,Know_191,23
Know_286,Know_246,23
Know_11,Know_43,23
Know_7,Know_6,23
Know_66,Know_334,23
Know_65,Know_334,23
Know_31,Know_52,23
Know_1,Know_52,23
Know_7,Know_16,23
Know_29,Know_88,23
Know_11,Know_326,23
Know_208,Know_195,23
Know_185,Know_195,23
Know_31,Know_195,23
Know_209,Know_195,23
Know_61,Know_184,23
Know_162,Know_184,23
Know_195,Know_184,23
Know_161,Know_184,23
Know_65,Know_330,23
Know_66,Know_330,23
Know_21,Know_86,23
Know_227,Know_220,23
Know_228,Know_220,23
Know_229,Know_220,23
Know_217,Know_220,23
Know_3,Know_221,23
Know_308,Know_23,23
Know_330,Know_61,23
Know_168,Know_61,23
Know_332,Know_61,23
Know_333,Know_61,23
Know_334,Know_61,23
Know_331,Know_61,23
Know_348,Know_61,23
Know_174,Know_61,23
Know_11,Know_60,23
Know_47,Know_60,23
Know_46,Know_60,23
Know_61,Know_196,23
Know_162,Know_196,23
Know_161,Know_196,23
Know_11,Know_303,23
Know_11,Know_325,23
Know_348,Know_161,23
Know_333,Know_161,23
Know_332,Know_161,23
Know_334,Know_161,23
Know_174,Know_161,23
Know_330,Know_161,23
Know_331,Know_161,23
Know_69,Know_230,23
Know_65,Know_333,23
Know_66,Know_333,23
Know_33,Know_11,23
Know_102,Know_11,23
Know_11,Know_347,23
Know_3,Know_159,23
Know_28,Know_308,23
Know_209,Know_308,23
Know_208,Know_308,23
Know_94,Know_108,23
Know_97,Know_108,23
Know_89,Know_108,23
Know_101,Know_108,23
Know_106,Know_108,23
Know_104,Know_108,23
Know_100,Know_108,23
Know_95,Know_108,23
Know_96,Know_108,23
Know_102,Know_108,23
Know_137,Know_31,23
Know_11,Know_324,23
Know_34,Know_75,23
Know_105,Know_121,23
Know_12,Know_51,23
Know_64,Know_51,23
Know_104,Know_64,23
Know_25,Know_102,23
Know_3,Know_84,23
Know_11,Know_120,23
Know_331,Know_162,23
Know_174,Know_162,23
Know_333,Know_162,23
Know_330,Know_162,23
Know_332,Know_162,23
Know_348,Know_162,23
Know_334,Know_162,23
Know_56,Know_63,23
Know_57,Know_63,23
Know_12,Know_63,23
Know_104,Know_109,23
Know_94,Know_109,23
Know_97,Know_109,23
Know_102,Know_109,23
Know_95,Know_109,23
Know_101,Know_109,23
Know_96,Know_109,23
Know_106,Know_109,23
Know_100,Know_109,23
Know_89,Know_109,23
Know_94,Know_107,23
Know_101,Know_107,23
Know_96,Know_107,23
Know_102,Know_107,23
Know_97,Know_107,23
Know_104,Know_107,23
Know_89,Know_107,23
Know_95,Know_107,23
Know_106,Know_107,23
Know_100,Know_107,23
Know_61,Know_3,23
Know_66,Know_332,23
Know_65,Know_332,23
Know_3,Know_85,23
Know_37,Know_40,23
Know_30,Know_348,23
Know_65,Know_348,23
Know_66,Know_348,23
Know_65,Know_331,23
Know_66,Know_331,23
Know_93,Know_296,23
Know_92,Know_296,23
Know_294,Know_89,23
Know_295,Know_89,23
Know_293,Know_89,23
Know_1,Know_190,23
Know_7,Know_39,23
Know_28,Know_39,23
Know_7,Know_217,23
Know_7,Know_15,23
Know_11,Know_323,23
Know_1,Know_189,23
Know_30,Know_309,23
Know_2,Know_76,23
Know_219,Know_234,23
Know_27,Know_29,23
Know_74,Know_29,23
Know_64,Know_29,23
Know_296,Know_29,23
Know_38,Know_7,23
Know_40,Know_32,23
Know_21,Know_32,23
Know_131,Know_32,23
Know_328,Know_209,23
Know_184,Know_209,23
Know_327,Know_209,23
Know_300,Know_25,23
Know_27,Know_25,23
Know_88,Know_25,23
Know_304,Know_25,23
Know_302,Know_25,23
Know_137,Know_14,23
Know_219,Know_14,23
Know_74,Know_14,23
Know_296,Know_14,23
Know_48,Know_34,23
Know_7,Know_17,23
Know_328,Know_208,23
Know_327,Know_208,23
Know_184,Know_208,23
Know_92,Know_74,23
Know_93,Know_74,23
Know_14,Know_137,23
Know_88,Know_47,23
Know_168,Know_47,23
Know_35,Know_344,22
Know_47,Know_344,22
Know_174,Know_146,22
Know_130,Know_43,22
Know_1,Know_43,22
Know_296,Know_43,22
Know_48,Know_43,22
Know_74,Know_43,22
Know_31,Know_27,22
Know_219,Know_223,22
Know_2,Know_223,22
Know_308,Know_326,22
Know_55,Know_326,22
Know_308,Know_33,22
Know_48,Know_33,22
Know_219,Know_218,22
Know_82,Know_65,22
Know_57,Know_54,22
Know_56,Know_54,22
Know_300,Know_233,22
Know_304,Know_233,22
Know_302,Know_233,22
Know_174,Know_99,22
Know_11,Know_77,22
Know_43,Know_118,22
Know_11,Know_118,22
Know_14,Know_118,22
Know_174,Know_147,22
Know_11,Know_86,22
Know_184,Know_35,22
Know_302,Know_2,22
Know_304,Know_2,22
Know_300,Know_2,22
Know_92,Know_2,22
Know_56,Know_55,22
Know_57,Know_55,22
Know_8,Know_220,22
Know_68,Know_220,22
Know_29,Know_90,22
Know_35,Know_23,22
Know_276,Know_61,22
Know_275,Know_61,22
Know_183,Know_61,22
Know_277,Know_61,22
Know_226,Know_61,22
Know_54,Know_301,22
Know_55,Know_301,22
Know_30,Know_60,22
Know_29,Know_60,22
Know_1,Know_56,22
Know_121,Know_142,22
Know_43,Know_142,22
Know_304,Know_232,22
Know_300,Know_232,22
Know_302,Know_232,22
Know_55,Know_325,22
Know_308,Know_325,22
Know_276,Know_161,22
Know_277,Know_161,22
Know_226,Know_161,22
Know_183,Know_161,22
Know_168,Know_161,22
Know_275,Know_161,22
Know_1,Know_80,22
Know_68,Know_80,22
Know_47,Know_28,22
Know_2,Know_131,22
Know_29,Know_252,22
Know_31,Know_79,22
Know_30,Know_79,22
Know_277,Know_11,22
Know_275,Know_11,22
Know_276,Know_11,22
Know_226,Know_11,22
Know_55,Know_347,22
Know_308,Know_347,22
Know_38,Know_308,22
Know_183,Know_308,22
Know_103,Know_108,22
Know_105,Know_108,22
Know_64,Know_31,22
Know_308,Know_324,22
Know_55,Know_324,22
Know_95,Know_121,22
Know_94,Know_121,22
Know_63,Know_51,22
Know_43,Know_120,22
Know_14,Know_120,22
Know_277,Know_162,22
Know_226,Know_162,22
Know_183,Know_162,22
Know_276,Know_162,22
Know_275,Know_162,22
Know_168,Know_162,22
Know_2,Know_222,22
Know_219,Know_222,22
Know_103,Know_109,22
Know_105,Know_109,22
Know_103,Know_107,22
Know_105,Know_107,22
Know_1,Know_81,22
Know_68,Know_81,22
Know_174,Know_144,22
Know_82,Know_66,22
Know_43,Know_38,22
Know_47,Know_89,22
Know_208,Know_190,22
Know_209,Know_190,22
Know_68,Know_39,22
Know_303,Know_8,22
Know_174,Know_145,22
Know_216,Know_217,22
Know_57,Know_46,22
Know_56,Know_46,22
Know_55,Know_323,22
Know_308,Know_323,22
Know_43,Know_143,22
Know_121,Know_143,22
Know_2,Know_249,22
Know_209,Know_189,22
Know_208,Know_189,22
Know_3,Know_76,22
Know_50,Know_234,22
Know_32,Know_135,22
Know_219,Know_21,22
Know_7,Know_216,22
Know_219,Know_231,22
Know_36,Know_226,22
Know_12,Know_168,22
Know_208,Know_168,22
Know_209,Know_168,22
Know_2,Know_44,22
Know_2,Know_45,22
Know_27,Know_48,22
Know_21,Know_48,22
Know_43,Know_119,22
Know_14,Know_119,22
Know_11,Know_119,22
Know_25,Know_236,22
Know_35,Know_37,22
Know_1,Know_57,22
Know_34,Know_47,22
Know_61,Know_47,22
Know_32,Know_228,21
Know_3,Know_314,21
Know_31,Know_314,21
Know_192,Know_198,21
Know_303,Know_219,21
Know_293,Know_43,21
Know_295,Know_43,21
Know_294,Know_43,21
Know_31,Know_43,21
Know_68,Know_43,21
Know_23,Know_27,21
Know_11,Know_27,21
Know_11,Know_73,21
Know_3,Know_6,21
Know_208,Know_334,21
Know_209,Know_334,21
Know_48,Know_52,21
Know_27,Know_52,21
Know_47,Know_88,21
Know_337,Know_326,21
Know_336,Know_326,21
Know_32,Know_311,21
Know_11,Know_242,21
Know_46,Know_242,21
Know_89,Know_242,21
Know_209,Know_330,21
Know_208,Know_330,21
Know_36,Know_54,21
Know_36,Know_183,21
Know_36,Know_277,21
Know_32,Know_118,21
Know_30,Know_86,21
Know_32,Know_86,21
Know_2,Know_86,21
Know_219,Know_2,21
Know_36,Know_55,21
Know_69,Know_221,21
Know_37,Know_61,21
Know_1,Know_61,21
Know_38,Know_301,21
Know_337,Know_301,21
Know_336,Know_301,21
Know_48,Know_60,21
Know_184,Know_202,21
Know_20,Know_142,21
Know_208,Know_289,21
Know_209,Know_289,21
Know_50,Know_36,21
Know_209,Know_36,21
Know_208,Know_36,21
Know_336,Know_325,21
Know_337,Know_325,21
Know_38,Know_28,21
Know_66,Know_131,21
Know_65,Know_131,21
Know_50,Know_230,21
Know_208,Know_333,21
Know_209,Know_333,21
Know_100,Know_11,21
Know_23,Know_11,21
Know_99,Know_11,21
Know_101,Know_11,21
Know_96,Know_11,21
Know_97,Know_11,21
Know_303,Know_11,21
Know_336,Know_347,21
Know_337,Know_347,21
Know_23,Know_308,21
Know_98,Know_108,21
Know_99,Know_108,21
Know_20,Know_108,21
Know_336,Know_324,21
Know_337,Know_324,21
Know_36,Know_276,21
Know_38,Know_51,21
Know_336,Know_51,21
Know_37,Know_51,21
Know_337,Know_51,21
Know_208,Know_290,21
Know_209,Know_290,21
Know_184,Know_64,21
Know_1,Know_102,21
Know_46,Know_240,21
Know_89,Know_240,21
Know_11,Know_240,21
Know_32,Know_120,21
Know_184,Know_63,21
Know_208,Know_337,21
Know_209,Know_337,21
Know_98,Know_109,21
Know_99,Know_109,21
Know_20,Know_109,21
Know_20,Know_107,21
Know_99,Know_107,21
Know_98,Know_107,21
Know_209,Know_332,21
Know_208,Know_332,21
Know_208,Know_336,21
Know_209,Know_336,21
Know_252,Know_248,21
Know_32,Know_229,21
Know_219,Know_40,21
Know_137,Know_40,21
Know_184,Know_40,21
Know_209,Know_348,21
Know_208,Know_348,21
Know_92,Know_130,21
Know_209,Know_331,21
Know_208,Know_331,21
Know_11,Know_241,21
Know_89,Know_241,21
Know_46,Know_241,21
Know_89,Know_243,21
Know_11,Know_243,21
Know_46,Know_243,21
Know_88,Know_190,21
Know_27,Know_190,21
Know_46,Know_8,21
Know_68,Know_217,21
Know_336,Know_323,21
Know_337,Know_323,21
Know_135,Know_104,21
Know_168,Know_104,21
Know_20,Know_143,21
Know_25,Know_249,21
Know_287,Know_249,21
Know_27,Know_189,21
Know_88,Know_189,21
Know_69,Know_76,21
Know_32,Know_227,21
Know_217,Know_234,21
Know_50,Know_29,21
Know_47,Know_7,21
Know_168,Know_32,21
Know_57,Know_209,21
Know_56,Know_209,21
Know_296,Know_25,21
Know_294,Know_25,21
Know_293,Know_25,21
Know_191,Know_25,21
Know_295,Know_25,21
Know_74,Know_25,21
Know_68,Know_216,21
Know_57,Know_208,21
Know_56,Know_208,21
Know_36,Know_275,21
Know_183,Know_168,21
Know_88,Know_48,21
Know_301,Know_137,21
Know_32,Know_119,21
Know_252,Know_247,21
Know_137,Know_68,21
Know_51,Know_1,21
Know_12,Know_1,21
Know_74,Know_1,21
Know_296,Know_1,21
Know_68,Know_191,20
Know_3,Know_191,20
Know_31,Know_344,20
Know_104,Know_30,20
Know_46,Know_219,20
Know_11,Know_20,20
Know_86,Know_27,20
Know_51,Know_27,20
Know_3,Know_334,20
Know_88,Know_52,20
Know_195,Know_52,20
Know_2,Know_242,20
Know_30,Know_242,20
Know_31,Know_242,20
Know_40,Know_195,20
Know_14,Know_218,20
Know_8,Know_93,20
Know_3,Know_330,20
Know_168,Know_183,20
Know_249,Know_233,20
Know_308,Know_99,20
Know_168,Know_277,20
Know_28,Know_77,20
Know_104,Know_118,20
Know_89,Know_118,20
Know_106,Know_118,20
Know_96,Know_118,20
Know_102,Know_118,20
Know_100,Know_118,20
Know_101,Know_118,20
Know_97,Know_118,20
Know_2,Know_245,20
Know_33,Know_35,20
Know_14,Know_35,20
Know_54,Know_2,20
Know_93,Know_2,20
Know_55,Know_2,20
Know_40,Know_220,20
Know_68,Know_221,20
Know_36,Know_23,20
Know_50,Know_301,20
Know_208,Know_327,20
Know_32,Know_327,20
Know_209,Know_327,20
Know_36,Know_56,20
Know_185,Know_202,20
Know_183,Know_202,20
Know_182,Know_202,20
Know_32,Know_142,20
Know_99,Know_142,20
Know_104,Know_142,20
Know_30,Know_113,20
Know_92,Know_113,20
Know_25,Know_303,20
Know_57,Know_36,20
Know_56,Know_36,20
Know_33,Know_36,20
Know_40,Know_87,20
Know_92,Know_42,20
Know_249,Know_232,20
Know_64,Know_131,20
Know_40,Know_131,20
Know_12,Know_131,20
Know_14,Know_230,20
Know_3,Know_333,20
Know_220,Know_252,20
Know_232,Know_252,20
Know_233,Know_252,20
Know_249,Know_252,20
Know_214,Know_252,20
Know_2,Know_79,20
Know_243,Know_11,20
Know_51,Know_11,20
Know_106,Know_11,20
Know_241,Know_11,20
Know_242,Know_11,20
Know_240,Know_11,20
Know_249,Know_214,20
Know_11,Know_159,20
Know_51,Know_308,20
Know_275,Know_308,20
Know_226,Know_308,20
Know_276,Know_308,20
Know_277,Know_308,20
Know_168,Know_276,20
Know_98,Know_121,20
Know_99,Know_121,20
Know_20,Know_121,20
Know_14,Know_51,20
Know_25,Know_51,20
Know_37,Know_64,20
Know_196,Know_64,20
Know_2,Know_102,20
Know_2,Know_240,20
Know_31,Know_240,20
Know_30,Know_240,20
Know_47,Know_84,20
Know_102,Know_120,20
Know_96,Know_120,20
Know_97,Know_120,20
Know_101,Know_120,20
Know_106,Know_120,20
Know_89,Know_120,20
Know_104,Know_120,20
Know_100,Know_120,20
Know_174,Know_149,20
Know_196,Know_63,20
Know_61,Know_63,20
Know_183,Know_337,20
Know_189,Know_3,20
Know_300,Know_3,20
Know_304,Know_3,20
Know_190,Know_3,20
Know_302,Know_3,20
Know_3,Know_332,20
Know_183,Know_336,20
Know_47,Know_85,20
Know_196,Know_40,20
Know_65,Know_40,20
Know_66,Know_40,20
Know_3,Know_331,20
Know_31,Know_241,20
Know_30,Know_241,20
Know_2,Know_241,20
Know_30,Know_243,20
Know_31,Know_243,20
Know_2,Know_243,20
Know_25,Know_38,20
Know_14,Know_12,20
Know_168,Know_12,20
Know_50,Know_12,20
Know_48,Know_89,20
Know_300,Know_8,20
Know_302,Know_8,20
Know_304,Know_8,20
Know_11,Know_8,20
Know_209,Know_328,20
Know_208,Know_328,20
Know_32,Know_328,20
Know_104,Know_143,20
Know_32,Know_143,20
Know_99,Know_143,20
Know_3,Know_249,20
Know_48,Know_7,20
Know_219,Know_7,20
Know_209,Know_135,20
Know_208,Know_135,20
Know_249,Know_265,20
Know_76,Know_32,20
Know_43,Know_32,20
Know_135,Know_32,20
Know_49,Know_32,20
Know_293,Know_95,20
Know_294,Know_95,20
Know_295,Know_95,20
Know_89,Know_21,20
Know_301,Know_21,20
Know_302,Know_69,20
Know_304,Know_69,20
Know_300,Know_69,20
Know_8,Know_69,20
Know_168,Know_209,20
Know_189,Know_209,20
Know_195,Know_209,20
Know_190,Know_209,20
Know_168,Know_226,20
Know_190,Know_208,20
Know_189,Know_208,20
Know_168,Know_208,20
Know_195,Know_208,20
Know_168,Know_275,20
Know_276,Know_168,20
Know_275,Know_168,20
Know_226,Know_168,20
Know_277,Know_168,20
Know_1,Know_67,20
Know_208,Know_137,20
Know_21,Know_137,20
Know_209,Know_137,20
Know_182,Know_192,20
Know_100,Know_119,20
Know_97,Know_119,20
Know_104,Know_119,20
Know_102,Know_119,20
Know_89,Know_119,20
Know_101,Know_119,20
Know_96,Know_119,20
Know_106,Know_119,20
Know_14,Know_68,20
Know_50,Know_37,20
Know_89,Know_1,20
Know_86,Know_1,20
Know_293,Know_94,20
Know_294,Know_94,20
Know_295,Know_94,20
Know_36,Know_57,20
Know_46,Know_314,19
Know_34,Know_30,19
Know_184,Know_198,19
Know_92,Know_146,19
Know_302,Know_219,19
Know_300,Know_219,19
Know_304,Know_219,19
Know_30,Know_20,19
Know_130,Know_20,19
Know_46,Know_27,19
Know_2,Know_73,19
Know_7,Know_223,19
Know_3,Know_223,19
Know_308,Know_334,19
Know_11,Know_334,19
Know_3,Know_16,19
Know_23,Know_88,19
Know_30,Know_110,19
Know_301,Know_33,19
Know_30,Know_111,19
Know_296,Know_97,19
Know_74,Know_97,19
Know_104,Know_65,19
Know_64,Know_184,19
Know_275,Know_184,19
Know_226,Know_184,19
Know_277,Know_184,19
Know_12,Know_184,19
Know_276,Know_184,19
Know_308,Know_330,19
Know_11,Know_330,19
Know_64,Know_54,19
Know_40,Know_54,19
Know_296,Know_106,19
Know_74,Know_106,19
Know_94,Know_118,19
Know_95,Know_118,19
Know_105,Know_118,19
Know_92,Know_147,19
Know_296,Know_100,19
Know_74,Know_100,19
Know_3,Know_245,19
Know_7,Know_245,19
Know_196,Know_35,19
Know_64,Know_55,19
Know_40,Know_55,19
Know_69,Know_90,19
Know_195,Know_23,19
Know_137,Know_301,19
Know_28,Know_301,19
Know_56,Know_327,19
Know_66,Know_327,19
Know_57,Know_327,19
Know_65,Know_327,19
Know_64,Know_56,19
Know_98,Know_142,19
Know_118,Know_142,19
Know_119,Know_142,19
Know_120,Know_142,19
Know_105,Know_142,19
Know_97,Know_142,19
Know_96,Know_142,19
Know_102,Know_142,19
Know_101,Know_142,19
Know_89,Know_142,19
Know_14,Know_142,19
Know_106,Know_142,19
Know_100,Know_142,19
Know_12,Know_196,19
Know_276,Know_196,19
Know_189,Know_196,19
Know_64,Know_196,19
Know_190,Know_196,19
Know_277,Know_196,19
Know_226,Know_196,19
Know_275,Know_196,19
Know_35,Know_303,19
Know_65,Know_36,19
Know_66,Know_36,19
Know_30,Know_71,19
Know_11,Know_333,19
Know_308,Know_333,19
Know_221,Know_252,19
Know_40,Know_79,19
Know_105,Know_11,19
Know_86,Know_11,19
Know_296,Know_11,19
Know_40,Know_11,19
Know_32,Know_49,19
Know_54,Know_308,19
Know_55,Know_308,19
Know_137,Know_308,19
Know_86,Know_308,19
Know_66,Know_31,19
Know_65,Know_31,19
Know_14,Know_75,19
Know_296,Know_101,19
Know_74,Know_101,19
Know_74,Know_102,19
Know_296,Know_102,19
Know_69,Know_102,19
Know_94,Know_120,19
Know_105,Know_120,19
Know_95,Know_120,19
Know_92,Know_149,19
Know_3,Know_222,19
Know_7,Know_222,19
Know_161,Know_63,19
Know_162,Know_63,19
Know_135,Know_3,19
Know_161,Know_3,19
Know_162,Know_3,19
Know_11,Know_332,19
Know_308,Know_332,19
Know_92,Know_144,19
Know_104,Know_66,19
Know_308,Know_331,19
Know_11,Know_331,19
Know_33,Know_12,19
Know_34,Know_89,19
Know_92,Know_145,19
Know_3,Know_15,19
Know_56,Know_328,19
Know_57,Know_328,19
Know_66,Know_328,19
Know_65,Know_328,19
Know_64,Know_46,19
Know_50,Know_46,19
Know_100,Know_143,19
Know_98,Know_143,19
Know_96,Know_143,19
Know_119,Know_143,19
Know_106,Know_143,19
Know_89,Know_143,19
Know_120,Know_143,19
Know_118,Know_143,19
Know_14,Know_143,19
Know_97,Know_143,19
Know_101,Know_143,19
Know_105,Know_143,19
Know_102,Know_143,19
Know_2,Know_309,19
Know_28,Know_76,19
Know_7,Know_76,19
Know_28,Know_29,19
Know_296,Know_7,19
Know_74,Know_7,19
Know_252,Know_7,19
Know_64,Know_135,19
Know_92,Know_32,19
Know_23,Know_32,19
Know_36,Know_21,19
Know_337,Know_21,19
Know_336,Know_21,19
Know_30,Know_112,19
Know_174,Know_25,19
Know_67,Know_14,19
Know_137,Know_231,19
Know_32,Know_226,19
Know_137,Know_226,19
Know_3,Know_17,19
Know_2,Know_67,19
Know_57,Know_48,19
Know_56,Know_48,19
Know_14,Know_48,19
Know_65,Know_137,19
Know_57,Know_137,19
Know_56,Know_137,19
Know_66,Know_137,19
Know_40,Know_137,19
Know_195,Know_192,19
Know_95,Know_119,19
Know_105,Know_119,19
Know_94,Know_119,19
Know_296,Know_96,19
Know_74,Know_96,19
Know_33,Know_37,19
Know_249,Know_1,19
Know_64,Know_57,19
Know_162,Know_47,19
Know_161,Know_47,19
Know_232,Know_228,18
Know_233,Know_228,18
Know_214,Know_228,18
Know_137,Know_191,18
Know_301,Know_191,18
Know_3,Know_344,18
Know_275,Know_30,18
Know_276,Know_30,18
Know_277,Know_30,18
Know_168,Know_30,18
Know_131,Know_30,18
Know_183,Know_30,18
Know_226,Know_30,18
Know_184,Know_201,18
Know_38,Know_43,18
Know_40,Know_27,18
Know_68,Know_6,18
Know_29,Know_6,18
Know_301,Know_334,18
Know_21,Know_52,18
Know_68,Know_16,18
Know_86,Know_88,18
Know_51,Know_88,18
Know_28,Know_33,18
Know_293,Know_97,18
Know_295,Know_97,18
Know_294,Know_97,18
Know_209,Know_83,18
Know_208,Know_83,18
Know_14,Know_242,18
Know_11,Know_318,18
Know_50,Know_93,18
Know_69,Know_93,18
Know_168,Know_65,18
Know_25,Know_65,18
Know_276,Know_65,18
Know_275,Know_65,18
Know_226,Know_65,18
Know_183,Know_65,18
Know_14,Know_65,18
Know_277,Know_65,18
Know_63,Know_184,18
Know_301,Know_330,18
Know_14,Know_50,18
Know_1,Know_54,18
Know_11,Know_321,18
Know_57,Know_183,18
Know_327,Know_183,18
Know_328,Know_183,18
Know_137,Know_183,18
Know_56,Know_183,18
Know_30,Know_129,18
Know_56,Know_277,18
Know_137,Know_277,18
Know_327,Know_277,18
Know_328,Know_277,18
Know_57,Know_277,18
Know_295,Know_106,18
Know_294,Know_106,18
Know_293,Know_106,18
Know_2,Know_77,18
Know_293,Know_100,18
Know_294,Know_100,18
Know_295,Know_100,18
Know_47,Know_335,18
Know_295,Know_2,18
Know_294,Know_2,18
Know_34,Know_2,18
Know_293,Know_2,18
Know_1,Know_55,18
Know_11,Know_90,18
